2.000000000000000111e-01,0.000000000000000000e+00
2.001000125015627018e-01,6.838990463843113371e-22
2.002000250031253925e-01,1.360106270338463267e-21
2.003000375046881110e-01,2.024741863087224155e-21
2.004000500062508017e-01,2.673697758006171613e-21
2.005000625078134924e-01,3.302632325835330052e-21
2.006000750093761831e-01,3.906968622844854628e-21
2.007000875109388738e-01,4.481896387099257103e-21
2.008001000125015645e-01,5.022377983327118988e-21
2.009001125140642829e-01,5.523158498520126508e-21
2.010001250156269736e-01,5.978780188057477325e-21
2.011001375171896643e-01,6.383601465692386266e-21
2.012001500187523551e-01,6.731820619941597109e-21
2.013001625203150458e-01,7.017504424115847326e-21
2.014001750218777365e-01,7.234621787214813005e-21
2.015001875234404549e-01,7.377082568016180547e-21
2.016002000250031456e-01,7.438781644737344109e-21
2.017002125265658363e-01,7.413649137845720076e-21
2.018002250281285270e-01,7.295707492479348048e-21
2.019002375296912177e-01,7.079128456617177784e-21
2.020002500312539084e-01,6.758296794342533820e-21
2.021002625328165991e-01,6.333489513470914785e-21
2.022002750343793176e-01,5.827584131043730173e-21
2.023002875359420083e-01,5.269214350502386175e-21
2.024003000375046990e-01,4.687076755821065939e-21
2.025003125390673897e-01,4.109818378074072477e-21
2.026003250406300804e-01,3.565989855280538957e-21
2.027003375421927989e-01,3.084065323629847395e-21
2.028003500437554896e-01,2.692530119329282461e-21
2.029003625453181803e-01,2.420037492533292725e-21
2.030003750468808710e-01,2.295635844995699543e-21
2.031003875484435617e-01,2.340615513789793248e-21
2.032004000500062524e-01,2.543520375323215326e-21
2.033004125515689708e-01,2.884691406611996933e-21
2.034004250531316615e-01,3.344100509258042244e-21
2.035004375546943522e-01,3.901050160660626026e-21
2.036004500562570430e-01,4.533957712867487887e-21
2.037004625578197337e-01,5.220227848117939543e-21
2.038004750593824244e-01,5.936217140361074732e-21
2.039004875609451428e-01,6.657294701687978456e-21
2.040005000625078335e-01,7.358002493173847915e-21
2.041005125640705242e-01,7.082084036671574179e-17
2.042005250656332149e-01,7.607127166560800484e-17
2.043005375671959056e-01,8.060619157264407353e-17
2.044005500687585963e-01,8.428865922972988850e-17
2.045005625703212870e-01,8.699235265270760032e-17
2.046005750718840055e-01,8.859883421510744747e-17
2.047005875734466962e-01,8.899367600014524041e-17
2.048006000750093869e-01,8.806145263313393976e-17
2.049006125765720776e-01,8.567958516600989277e-17
2.050006250781347683e-01,8.171098550628139671e-17
2.051006375796974868e-01,7.609078132435549198e-17
2.052006500812601775e-01,6.910601773965406206e-17
2.053006625828228682e-01,6.113094256276777366e-17
